tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date,thrulanes_unidir,aadt_unidir,aadt_singl_unidir,aadt_combi_unidir
129P09086,MA-2A,WESTBOUND,RT-119/RT-110/KING ST/GREAT RD,MA,MIDDLESEX,01460,42.54648,-71.47294,42.54599,-71.4739,0.059442,40.5,America/New_York,P1.11,USA,767,4,N,3,9271,2,,2,2,4,1,2A,11912,548,131,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5956,274,66
129P09087,MA-2A,WESTBOUND,I-495,MA,MIDDLESEX,01460,42.53941,-71.49016,42.54027,-71.49645,0.326003,41.0,America/New_York,P1.11,USA,767,4,N,3,9271,2,1,2,2,4,1,2A,11787,541,130,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5894,271,65
129P10067,HYDE PARK AVE,NORTHBOUND,THATCHER ST/GREENWOOD AVE,MA,SUFFOLK,02136,42.2657,-71.12111,42.26591,-71.12108,0.014588,2.5,America/New_York,P1.11,USA,915,4,N,3,9271,2,,2,,1,1,,11864,462,130,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5932,231,65
129-04128,I-93,SOUTHBOUND,MYSTIC VALLEY PKWY/EXIT 31,MA,MIDDLESEX,02155,42.41655,-71.10411,42.41135,-71.10363,0.360471,137.0,America/New_York,P1.3,USA,65,2,N,1,9271,2,,8,93,2,1,93,152690,4541,6056,1,23,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,76345,2271,3028
129-04129,I-93,SOUTHBOUND,MA-60/EXIT 32,MA,MIDDLESEX,02155,42.42635,-71.10334,42.422430010418,-71.10373,0.271765,135.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,181239,5433,7266,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,90620,2717,3633
129-04126,I-93,SOUTHBOUND,MA-28 (SOMERVILLE) (NORTH),MA,MIDDLESEX,02145,42.39811,-71.09193,42.39342,-71.08563,0.456467,142.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,7,93,2,1,93,135977,4076,5550,1,5,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,67989,2038,2775
129-04127,I-93,SOUTHBOUND,MYSTIC AVE/EXIT 30,MA,MIDDLESEX,02155,42.40949,-71.10265,42.40292,-71.09677,0.544009,139.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,162198,4811,6419,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,81099,2406,3210
129-04124,I-93,SOUTHBOUND,US-1/EXIT 27,MA,SUFFOLK,02129,42.37846,-71.07584,42.37229,-71.06803,0.591152,146.0,America/New_York,P1.3,USA,65,2,N,1,9271,2,1,7,93,2,1,93,123166,3690,5052,1,20,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,61583,1845,2526
129+10358,HAMMOND ST,NORTHBOUND,MA-9/BOYLSTON ST,MA,NORFOLK,02467,42.31078,-71.16312,42.32347,-71.16392,0.917022,3.0,America/New_York,P1.11,USA,1004,4,N,3,9271,2,,2,,1,1,,19727,937,264,1,4,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,9864,469,132
129-04125,I-93,SOUTHBOUND,MA-28 (SOMERVILLE) (SOUTH),MA,MIDDLESEX,02145,42.38801,-71.07959,42.38314,-71.07675,0.378882,144.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,7,93,2,1,93,134566,4100,5452,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,67283,2050,2726
129-04122,I-93,SOUTHBOUND,CAUSEWAY ST/EXIT 25,MA,SUFFOLK,02114,42.36675,-71.06116,42.36481,-71.05909,0.17088,150.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,2,8,93,2,1,93,90772,2710,3484,1,80,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,45386,1355,1742
129-04120,I-93,SOUTHBOUND,HIGH ST/CONGRESS ST/EXIT 23,MA,SUFFOLK,02109,42.36098,-71.05389,42.35942,-71.0523,0.138618,154.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,2,8,93,2,1,93,105582,3163,4220,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,52791,1582,2110
129-04121,I-93,SOUTHBOUND,US-1/EXIT 24,MA,SUFFOLK,02109,42.36444,-71.05876,42.36124,-71.05437,0.317919,152.0,America/New_York,P1.3,USA,65,2,N,3,9271,6,2,5,93,1,1,,46670,1503,1488,1,18,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,23335,752,744
129N50370,DORCHESTER AVE,SOUTHBOUND,CONGRESS ST,MA,SUFFOLK,02210,42.35233,-71.05225,42.35215,-71.05236,0.013644,1.5,America/New_York,P1.11,USA,50368,5,N,3,9271,2,,2,,1,1,,10130,394,110,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5065,197,55
129P04921,I-90,EASTBOUND,WILLIAM F MCCLELLAN HWY,MA,SUFFOLK,02128,42.37785,-71.02673,42.37824,-71.02636,0.032899,262.0,America/New_York,P1.3,USA,84,2,N,1,9271,2,,6,90,2,1,90,16184,485,646,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,8092,243,323
129N08828,MA-30,WESTBOUND,I-90/MASSACHUSETTS TPKE,MA,MIDDLESEX,01701,42.30794,-71.38601,42.30705,-71.38971,0.198799,21.0,America/New_York,P1.11,USA,735,3,N,3,9271,2,,4,30,4,1,30,13374,634,140,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,6687,317,70
129N04479,MA-2,EASTBOUND,MA-27/MAIN ST/EXIT 42,MA,MIDDLESEX,01720,42.47986,-71.45002,42.47839,-71.44897,0.114777,82.0,America/New_York,P1.11,USA,78,2,N,2,9271,2,,4,2,4,1,2,39922,1741,1587,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,19961,871,794
129N50364,BEECH ST,SOUTHBOUND,BELGRADE AVE,MA,SUFFOLK,02132,42.28587,-71.14891,42.28558,-71.14843,0.031671,1.25,America/New_York,P1.11,USA,880,5,N,3,9271,2,,2,,1,1,,12765,457,102,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,6383,229,51
129P04919,I-90,EASTBOUND,TED WILLIAMS TUNNEL,MA,SUFFOLK,02128,42.34667,-71.03958,42.365179986659,-71.024669998666,1.629787,259.0,America/New_York,P3.1,USA,84,2,N,1,9271,2,2,4,90,2,1,90,49898,1636,1282,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,24949,818,641
129N08835,MA-30,WESTBOUND,LEXINGTON ST,MA,MIDDLESEX,02466,42.34789,-71.24711,42.34799,-71.24781,0.036522,10.0,America/New_York,P1.11,USA,735,4,N,3,9271,2,,2,30,4,1,30,18061,830,198,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,9031,415,99
129P04918,I-90,EASTBOUND,BOSTON BYPASS RD/EXIT 24/EXIT 25,MA,SUFFOLK,02210,42.34786,-71.0508,42.34671,-71.0398,0.585125,257.0,America/New_York,P1.3,USA,84,2,N,1,9271,6,2,4,90,2,1,90,72113,2596,2291,1,51,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,36057,1298,1146
129N08834,MA-30,WESTBOUND,I-95/MA-128,MA,MIDDLESEX,02493,42.34401,-71.26157,42.34337,-71.26523,0.19562,12.0,America/New_York,P1.11,USA,735,4,N,3,9271,6,1,4,30,4,1,30,16043,737,174,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,8022,369,87
129P04916,MA-1A,NORTHBOUND,LONG WHARF-LOGAN AIRPORT,MA,SUFFOLK,02128,42.37246,-71.03362,42.37824,-71.02636,0.552024,30.0,America/New_York,P1.11,USA,147,3,N,2,9271,6,1,5,90,1,1,,47751,1338,430,1,21,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,23876,669,215
129P04915,MA-1A,NORTHBOUND,PORTER ST/HAVRE ST,MA,SUFFOLK,02128,42.3732,-71.03827,42.37356,-71.0364,0.111156,28.0,America/New_York,P1.11,USA,147,3,N,2,9271,2,,4,,1,1,,41532,1173,371,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,20766,587,186
129N50369,DORCHESTER AVE,SOUTHBOUND,SUMMER ST,MA,SUFFOLK,02210,42.35166,-71.05266,42.35144,-71.05279,0.016584,1.5,America/New_York,P1.11,USA,50368,5,N,3,9271,2,,2,,1,1,,10130,394,110,1,99,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5065,197,55
129P04914,MA-1A,NORTHBOUND,CALLAHAN TUNNEL/SUMNER TUNNEL,MA,SUFFOLK,02128,42.3628,-71.05371,42.37259,-71.03904,1.009907,26.0,America/New_York,P3.1,USA,147,3,N,2,9271,1,1,2,,1,1,,29975,1022,341,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,29975,1022,341
129P11221,HARRISON AVE,NORTHBOUND,MASSACHUSETTS AVE,MA,SUFFOLK,02118,42.33491,-71.07517,42.335,-71.07506,0.008379,5.0,America/New_York,P1.11,USA,1295,4,N,3,9271,2,,4,,1,1,,27393,1069,301,1,24,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,13697,535,151
129-04137,I-93,SOUTHBOUND,MA-62/EXIT 40,MA,MIDDLESEX,01887,42.584,-71.15783,42.57651,-71.15187,0.600732,119.0,America/New_York,P1.3,USA,65,1,N,1,9271,6,1,8,93,2,1,93,144802,3799,5116,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,72401,1900,2558
129-04138,I-93,SOUTHBOUND,MA-125/BALLARDVALE ST/EXIT 41,MA,ESSEX,01810,42.62546,-71.17819,42.5867,-71.16055,2.8662,117.0,America/New_York,P1.3,USA,65,1,N,1,9271,6,1,6,93,2,1,93,128046,2555,4849,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,64023,1278,2425
129-04135,I-93,SOUTHBOUND,MA-129/EXIT 38,MA,MIDDLESEX,01887,42.55527,-71.13912,42.53715,-71.13528,1.276718,123.0,America/New_York,P1.3,USA,65,1,N,1,9271,6,1,8,93,2,1,93,152273,2051,2305,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,76137,1026,1153
129-04136,I-93,SOUTHBOUND,CONCORD ST/EXIT 39,MA,MIDDLESEX,01887,42.57343,-71.14975,42.55818,-71.14078,1.148962,121.0,America/New_York,P1.3,USA,65,1,N,1,9271,6,1,8,93,2,1,93,169291,4861,6459,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,84646,2431,3230
129-04133,I-93,SOUTHBOUND,MONTVALE AVE/EXIT 36,MA,MIDDLESEX,01801,42.49821,-71.11825,42.48330003186,-71.116950014482,1.034544,127.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,149343,4471,5998,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,74672,2236,2999
129-04134,I-93,SOUTHBOUND,I-95/MA-128/EXIT 37,MA,MIDDLESEX,01801,42.51765,-71.13144,42.50582,-71.12098,0.97583,125.0,America/New_York,P1.1,USA,65,1,N,1,9271,6,1,8,93,2,1,93,145760,4369,5828,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,72880,2185,2914
129-04131,I-93,SOUTHBOUND,MA-28/MAIN ST/EXIT 34,MA,MIDDLESEX,02180,42.46926,-71.1075,42.459280025809,-71.102240000645,0.747257,131.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,166291,4981,6645,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,83146,2491,3323
129-04132,I-93,SOUTHBOUND,FALLON RD/EXIT 35,MA,MIDDLESEX,02180,42.47771,-71.11348,42.47198,-71.10944,0.446182,129.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,162109,4855,6481,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,81055,2428,3241
129-04130,I-93,SOUTHBOUND,MA-28/FELLSWAY/EXIT 33,MA,MIDDLESEX,02155,42.45013,-71.10437,42.43695,-71.1033,0.927256,133.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,147370,4416,5901,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,73685,2208,2951
129N08827,MA-30,WESTBOUND,MA-126/CONCORD ST,MA,MIDDLESEX,01701,42.30185,-71.4052,42.30119,-71.40687,0.097034,23.0,America/New_York,P1.11,USA,735,3,N,3,9271,6,,4,30,4,1,30,12832,613,135,1,64,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,6416,307,68
129N50354,BELGRADE AVE,WESTBOUND,CENTRE ST,MA,SUFFOLK,02132,42.28683,-71.14994,42.28729,-71.15008,0.03258,3.5,America/New_York,P1.11,USA,50353,5,N,3,9271,2,,2,,1,1,,12765,457,102,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,6383,229,51
129N05795,MA-114,SOUTHBOUND,MA-128,MA,ESSEX,01960,42.54128,-70.93987,42.53841,-70.93624,0.271079,16.0,America/New_York,P1.11,USA,427,3,N,3,9271,2,1,4,114,4,1,114,35341,1624,387,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,17671,812,194
129N50357,BELGRADE AVE,WESTBOUND,CORINTH ST,MA,SUFFOLK,02131,42.28681,-71.13082,42.28668,-71.13121,0.02186,1.0,America/New_York,P1.11,USA,50353,4,N,3,9271,1,,1,,1,1,,8837,586,142,1,32,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,8837,586,142
129N05796,MA-114,SOUTHBOUND,US-1/NEWBURY ST,MA,ESSEX,01923,42.563,-70.97952,42.55994,-70.97546,0.308789,12.0,America/New_York,P1.11,USA,427,3,N,3,9271,2,,4,114,4,1,114,34612,1588,379,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,17306,794,190
129N05794,MA-114,SOUTHBOUND,MA-107/BRIDGE ST,MA,ESSEX,01970,42.52462,-70.89906,42.52297,-70.89877,0.117473,20.0,America/New_York,P1.11,USA,427,4,N,3,9271,2,1,2,114,4,1,114,24507,1122,265,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,12254,561,133
129N05791,MA-60,EASTBOUND,MA-107/BROADWAY,MA,SUFFOLK,02151,42.42121,-71.00509,42.4209,-71.00431,0.051473,34.0,America/New_York,P1.11,USA,426,2,N,3,9271,6,,2,107,4,1,107,9852,453,108,1,30,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4926,227,54
129N05792,MA-60,EASTBOUND,US-1,MA,SUFFOLK,02151,42.42988,-71.01946,42.42885,-71.01704,0.17323,32.0,America/New_York,P1.11,USA,426,2,N,3,9271,1,,4,60,4,1,60,17821,818,194,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,17821,818,194
129+10372,HIGH ST,WESTBOUND,HARRIS ST/EAST ST/HARVARD ST,MA,NORFOLK,02026,42.24763,-71.15463,42.24883,-71.17058,0.822737,1.0,America/New_York,P1.11,USA,1009,4,N,3,9271,2,,2,,1,1,,8720,401,96,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4360,201,48
129+10373,HIGH ST,WESTBOUND,MA-109/BRIDGE ST,MA,NORFOLK,02026,42.24883,-71.17058,42.25111,-71.18339,0.716068,2.0,America/New_York,P1.11,USA,1009,4,N,3,9271,2,,2,,1,1,,8770,394,95,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4385,197,48
129N05790,MA-60,EASTBOUND,MA-1A/LEE BURBANK HWY,MA,SUFFOLK,02151,42.40975,-71.00194,42.40849,-71.0019,0.088595,36.0,America/New_York,P1.11,USA,426,2,N,3,9271,2,,4,60,1,1,60,37460,1504,409,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,18730,752,205
129-04106,I-93,SOUTHBOUND,BRYANT AVE/EXIT 9,MA,NORFOLK,02186,42.26263,-71.04456,42.255450012069,-71.039880008004,0.550785,181.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,2,8,93,2,1,93,103839,3285,4386,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,51920,1643,2193
129-04107,I-93,SOUTHBOUND,SQUANTUM ST/EXIT 10,MA,NORFOLK,02186,42.27153,-71.05019,42.264,-71.04544,0.574117,179.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,2,8,93,2,1,93,117649,3580,4778,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,58825,1790,2389
129-04104,I-93,SOUTHBOUND,MA-3/EXIT 7,MA,NORFOLK,02169,42.23942,-71.02441,42.23121,-71.02334,0.572979,185.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,184353,5248,6998,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,92177,2624,3499
129-04105,I-93,SOUTHBOUND,FURNACE BROOK PKWY/EXIT 8,MA,NORFOLK,02169,42.25324,-71.03864,42.245320008515,-71.033700020577,0.629765,183.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,194463,4333,5780,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,97232,2167,2890
129-04102,I-93,SOUTHBOUND,MA-28/RANDOLPH AVE/EXIT 5,MA,NORFOLK,02169,42.22061,-71.03554,42.20643,-71.06131,1.714628,189.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,177443,5305,7165,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,88722,2653,3583
129-04103,I-93,SOUTHBOUND,MA-37/GRANITE ST/EXIT 6,MA,NORFOLK,02184,42.22452,-71.02704,42.22255,-71.03219,0.296577,187.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,186069,5578,7442,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,93035,2789,3721
129-04100,I-93,SOUTHBOUND,PONKAPOAG TER/EXIT 3,MA,NORFOLK,02186,42.20304,-71.08718,42.20304,-71.09372,0.335079,193.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,,8,93,2,1,93,163141,4887,6520,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,81571,2444,3260
129-04101,I-93,SOUTHBOUND,MA-24/EXIT 4,MA,NORFOLK,02169,42.20521,-71.07018,42.20473,-71.07403,0.199795,191.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,6,93,4,1,93,163668,4910,6563,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,81834,2455,3282
129+10386,GALEN ST,NORTHBOUND,MA-16/WATERTOWN ST/NONANTUM RD,MA,MIDDLESEX,02472,42.35956,-71.1853,42.36395,-71.186,0.307187,1.0,America/New_York,P1.11,USA,1014,3,N,3,9271,2,1,4,,1,1,,12942,425,104,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,6471,213,52
129-04115,I-93,SOUTHBOUND,MASSACHUSETTS AVE/EXIT 18,MA,SUFFOLK,02118,42.34478,-71.06132,42.33928,-71.06422,0.408001,163.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,7,93,2,1,93,81763,2447,3316,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,40882,1224,1658
129-04116,I-93,SOUTHBOUND,MASSACHUSETTS TPKE/EXIT 20,MA,SUFFOLK,02111,42.34898,-71.05998,42.34838,-71.06018,0.042708,161.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,2,4,93,2,1,,45444,1874,921,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22722,937,461
129-04113,I-93,SOUTHBOUND,COLUMBIA RD/EXIT 15,MA,SUFFOLK,02125,42.32798,-71.05917,42.32376,-71.05525,0.353741,167.0,America/New_York,P1.3,USA,65,2,N,1,9271,2,1,2,93,2,1,93,136335,4155,5320,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,68168,2078,2660
129-04114,I-93,SOUTHBOUND,SOUTHAMPTON ST/EXIT 16,MA,SUFFOLK,02118,42.33445,-71.06492,42.33035,-71.06131,0.338301,165.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,,8,93,2,1,93,117439,3519,4693,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,58720,1760,2347
129-04111,I-93,SOUTHBOUND,FREEPORT ST/EXIT 13,MA,SUFFOLK,02122,42.30141,-71.04953,42.29858,-71.04765,0.218942,171.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,123036,3766,5022,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,61518,1883,2511
129-04112,I-93,SOUTHBOUND,MORRISSEY BLVD/EXIT 14,MA,SUFFOLK,02125,42.31878,-71.05213,42.3027,-71.05101,1.180673,169.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,134660,4027,5371,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,67330,2014,2686
129-05440,MA-9,WESTBOUND,I-90/MASSACHUSETTS TPKE,MA,SUFFOLK,02116,42.34979,-71.07505,42.34925,-71.07693,0.103109,2.0,America/New_York,P1.11,USA,136,4,N,3,9271,1,2,2,9,4,1,9,20586,2982,3276,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,20586,2982,3276
129-04110,I-93,SOUTHBOUND,MORRISSEY BLVD/NEPONSET AVE,MA,SUFFOLK,02122,42.29673,-71.04668,42.29022,-71.04368,0.475863,173.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,116135,3529,4708,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,58068,1765,2354
129N50333,ELM ST,SOUTHBOUND,US-20/MAIN ST,MA,MIDDLESEX,02453,42.37651,-71.23493,42.37588,-71.23476,0.044497,1.5,America/New_York,P1.11,USA,50331,5,N,3,9271,2,,2,,1,1,,13139,431,103,1,97,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,6570,216,52
129N08846,MA-4,SOUTHBOUND,MA-225/MA-4/MASS AVE,MA,MIDDLESEX,02421,42.42888,-71.20669,42.42851,-71.20677,0.031908,16.0,America/New_York,P1.11,USA,736,3,N,3,9271,6,,2,4,4,1,4,3016,171,24,1,60,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,1508,86,12
129N50332,ELM ST,SOUTHBOUND,CARTER ST,MA,MIDDLESEX,02453,42.37504,-71.2345,42.37477,-71.23442,0.019093,1.5,America/New_York,P1.11,USA,50331,5,N,3,9271,2,,2,,1,1,,12858,423,102,1,98,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,6429,212,51
129N08845,MA-4,SOUTHBOUND,PLEASANT ST,MA,MIDDLESEX,02421,42.42233,-71.20891,42.4218,-71.20915,0.038625,18.0,America/New_York,P1.11,USA,736,3,N,3,9271,2,,2,4,4,1,4,5188,296,41,1,99,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,2594,148,21
129N08844,MA-4,SOUTHBOUND,MA-2/CONCORD TPKE,MA,MIDDLESEX,02421,42.41865,-71.20614,42.41852,-71.20592,0.014371,20.0,America/New_York,P1.11,USA,736,3,N,3,9271,2,,2,4,4,1,4,5188,296,41,1,99,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,2594,148,21
129N08843,MA-30,WESTBOUND,US-20/BRIGHTON AVE/COMMONWEALTH AVE,MA,SUFFOLK,02215,42.3521,-71.12467,42.35199,-71.12481,0.010432,2.5,America/New_York,P1.11,USA,735,4,N,3,9271,6,1,4,30,4,1,30,12379,569,135,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,6190,285,68
129N04480,MA-2,EASTBOUND,NEWTOWN RD/EXIT 41,MA,MIDDLESEX,01460,42.50201,-71.47812,42.50114,-71.47653,0.100844,80.0,America/New_York,P1.11,USA,78,2,N,2,9271,2,,4,2,4,1,2,40279,1690,2386,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,20140,845,1193
129N04481,MA-2,EASTBOUND,I-495/EXIT 40,MA,MIDDLESEX,01460,42.52233,-71.51174,42.51879,-71.50409,0.460029,78.0,America/New_York,P1.11,USA,78,2,N,2,9271,2,,4,2,4,1,2,40615,1642,3137,1,83,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,20308,821,1569
129-04108,I-93,SOUTHBOUND,GRANITE AVE/EXIT 11,MA,SUFFOLK,02124,42.28043,-71.04655,42.27613,-71.04981,0.340619,177.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,119813,3632,4856,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,59907,1816,2428
129-05439,MA-9,WESTBOUND,MASSACHUSETTS AVE,MA,SUFFOLK,02115,42.34618,-71.08078,42.34393,-71.0835,0.208582,5.0,America/New_York,P1.11,USA,136,3,N,3,9271,6,1,4,9,4,1,9,40436,1861,445,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,20218,931,223
129-04109,I-93,SOUTHBOUND,MA-203/GALLIVAN BLVD/EXIT 12,MA,SUFFOLK,02122,42.28728,-71.04294,42.28386,-71.04395,0.245154,175.0,America/New_York,P1.3,USA,65,2,N,1,9271,6,1,8,93,2,1,93,104251,3125,4165,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,52126,1563,2083
